Player,Class,Season,Pos,School,Conf,G,MP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FTPER,FGPER,3PPER
Wesley Jenkins\wesley-jenkins-1,SR,2010-11,G,Saint Peter's,MAAC,27,32.6,0.5,4.3,4.8,1.6,1.2,0.5,2,1.8,12.6,77.14285714,36.89320388,40
David Minaya\david-minaya-1,JR,2010-11,G,Liberty,Big South,32,26.5,0.5,2.7,3.2,1.3,0.6,0.1,1.2,2.3,10.7,75,41.66666667,35
Biko Paris\biko-paris-1,SR,2010-11,G,Boston College,ACC,33,31.3,0.4,1.8,2.2,3.5,0.8,0.1,1.9,1.5,10.3,78.57142857,43.20987654,41.81818182
Kris Richard\kris-richard-1,SR,2010-11,G,Tulane,CUSA,30,35.5,2.1,4,6.1,2.3,1.7,0.6,1.4,2.6,11.4,71.42857143,39,33.33333333
Mike Tisdale\mike-tisdale-1,SR,2010-11,C,Illinois,Big Ten,34,26.3,2.3,4.2,6.5,1.3,0.4,1.6,1.7,3.5,10,81.81818182,50,40
Donald Boone\donald-boone-1,SR,2010-11,G,Arkansas State,Sun Belt,32,31.3,0.7,2.4,3.1,1.8,1.8,0,1.5,1.8,10.6,81.81818182,38.1443299,29.16666667
Adam Brown\adam-brown-1,SR,2010-11,G,Houston,CUSA,27,33,1,3.1,4.1,3,1,0.2,2.4,2.6,12.6,70.83333333,43.80952381,41.46341463
Zach Urbanus\zach-urbanus-1,SR,2010-11,G,Citadel,Southern,32,36.7,0.7,2.3,3,2.9,0.8,0,1.9,0.9,10.6,86.66666667,38.54166667,37.73584906
Ryan Wedel\ryan-wedel-1,SR,2010-11,G,Drake,MVC,31,30.1,0.2,2.1,2.4,2,0.5,0,1.5,1.7,10.9,87.5,41.86046512,40.35087719
Cornelius Chatt\cornelius-chatt-1,JR,2010-11,G,Southern Illinois-Edwardsville,Ind,28,27.4,0.5,1.9,2.4,2.3,1,0,2.4,1.5,12.1,70.37037037,40.38461538,32.72727273
Jordan Miller\jordan-miller-1,SR,2010-11,G,Furman,Southern,30,27.1,0.4,2.1,2.5,1.7,0.7,0.5,1.7,2.1,11.3,74.19354839,41.57303371,35.55555556
Richie Gordon\richie-gordon-1,SR,2010-11,F,Western Carolina,Southern,33,25,2.4,3.3,5.7,1.4,1.5,1.3,1.9,3.9,10.2,62.85714286,48.19277108,0
Dominique Johnson\dominique-johnson-1,SR,2010-11,G,North Texas,Sun Belt,33,26.6,0.3,1.7,2,3.2,0.8,0,2.1,1.7,10.2,85.71428571,45.71428571,42.85714286
Dwayne Lathan\dwayne-lathan-1,JR,2010-11,G,Indiana State,MVC,31,25.2,1,3.6,4.6,1.5,0.7,0.6,2.8,2,10.9,73.33333333,41.66666667,27.27272727
Andrew Keister\andrew-keister-1,SR,2010-11,C,Holy Cross,Patriot,26,27.8,3.2,6,9.2,1,0.1,0.7,2.2,2.5,12.9,60,51.57894737,33.33333333
Carleton Scott\carleton-scott-1,SR,2010-11,F,Notre Dame,Big East,30,31.2,1.5,6,7.4,2.1,0.8,1.9,1.4,2.4,11.2,90.47619048,45.34883721,34.88372093
Corey Wickware\corey-wickware-1,JR,2010-11,G,Southern Illinois-Edwardsville,Ind,29,30.2,0.4,2,2.4,2.8,1.1,0.1,3.1,2,11.6,82.05128205,37.5,35.8490566
Bill Amis\bill-amis-1,SR,2010-11,F,Hawaii,WAC,22,31.4,2,5.8,7.8,0.9,1,2.2,2.3,2.3,15.2,76.47058824,54.38596491,20
RaShawn Polk\rashawn-polk-1,JR,2010-11,G,Towson,CAA,29,29.4,1.2,2,3.2,1.1,1,0.3,1.7,2.2,11.6,72.72727273,39.04761905,34.69387755
Jordan Glynn\jordan-glynn-1,SR,2010-11,F,Stephen F. Austin,Southland,29,31.6,3,5,8,1.3,1.2,0.2,1.6,2.2,11.5,80.95238095,53.33333333,0
Kyle Smyth\kyle-smyth-1,SO,2010-11,G,Iona,MAAC,33,27.3,0.5,1.8,2.3,1.2,1.1,0.1,0.6,2,10.1,64.28571429,45.45454545,39.65517241
Jordan Swarbrick\jordan-swarbrick-1,SR,2010-11,G,Utah Valley,GWC,30,30.3,1,4.2,5.2,3.2,0.9,0.4,1.6,1.9,11.1,88.57142857,44.73684211,40.625
Greer Wright\greer-wright-1,SR,2010-11,F,Binghamton,AEC,25,30.7,0.9,3.4,4.2,3.5,1.1,0.3,3.9,2.9,13.4,71.42857143,40.38461538,34.14634146
Dadrian Collins\dadrian-collins-1,SO,2010-11,F,Howard,MEAC,30,35.1,1.3,3.5,4.8,1.6,0.5,0.1,2.3,2.5,11.1,71.42857143,32.71028037,30
Stephen Hall\stephen-hall-1,JR,2010-11,F,Jacksonville State,OVC,30,28.5,2.1,2.9,5,1.1,0.6,0.8,2.4,3.2,11.1,65.51724138,48.93617021,0
D.J. Kennedy\dj-kennedy-1,SR,2010-11,G-F,St. John's (NY),Big East,32,28.7,1.4,4.3,5.6,2,1.8,0.5,1.7,2.1,10.4,78.57142857,46.47887324,35.29411765
Howard Little\howard-little-1,SR,2010-11,G,Valparaiso,Horizon,35,28.7,2.1,2.8,4.9,1.9,1.2,0.1,1.3,2.4,9.5,61.9047619,55.07246377,33.33333333
Alex Stepheson\alex-stepheson-1,SR,2010-11,F,Southern California,Pac-10,34,32.9,3.2,6,9.2,0.2,0.4,1.1,1.5,2.3,9.8,50,54.79452055,0
Andrew Ferry\andrew-ferry-1,JR,2010-11,G,Cornell,Ivy,28,29,0.4,1.8,2.1,1.3,0.9,0.1,1.1,1.7,11.9,84.61538462,41.05263158,39.7260274
Yorel Hawkins\yorel-hawkins-1,SR,2010-11,F,Fairfield,MAAC,33,27.6,1.9,3.5,5.4,1.3,1.4,0.3,1.3,2.3,10.1,76,43.95604396,20
Blake Sanford\blake-sanford-1,JR,2010-11,G,Southern,SWAC,30,28.6,0.9,1.5,2.4,1.2,0.6,0.2,1.7,1.4,11.1,78.26086957,35.64356436,36.66666667
Ralston Turner\ralston-turner-1,FR,2010-11,G,Louisiana State,SEC,27,29.9,0.4,2.2,2.6,1.6,0.6,0.1,2.3,2.2,12.3,70.58823529,37.27272727,32.72727273
Larry Wright\larry-wright-1,SR,2010-11,G,Oakland,Summit,34,25.5,0.5,2.9,3.4,3,0.7,0.3,1.9,2,9.8,79.16666667,44.59459459,35.13513514
Justin Reynolds\justin-reynolds-1,SR,2010-11,F,Texas A&M-Corpus Christi,Southland,31,28.4,1.7,5.5,7.2,1.4,0.9,1.1,2.6,2.7,10.7,61.11111111,47.61904762,29.41176471
Laurent Rivard\laurent-rivard-1,FR,2010-11,G,Harvard,Ivy,30,25.1,0.7,2,2.8,0.7,0.6,0.1,1.1,1.4,11,88.46153846,43.58974359,39.21568627
Jerrell Thompson\jerrell-thompson-1,SR,2010-11,G,Sacred Heart,NEC,29,31.4,0.9,3.3,4.2,3.7,1.6,0.1,2.6,2,11.4,87.09677419,40,33.33333333
Josh Daniel\josh-daniel-1,SR,2010-11,G,Eastern Kentucky,OVC,31,29.7,0.5,2.1,2.6,1.6,1.1,0.1,0.9,1.6,10.6,78.125,44.59459459,36.58536585
Julius Ingram\julius-ingram-1,SR,2010-11,F,Southern,SWAC,29,28.8,1.7,3.8,5.4,0.9,0.7,0.5,2.7,2.3,11.4,64.28571429,48.8372093,28.57142857
Neal Kingman\neal-kingman-1,SR,2010-11,F,Northern Colorado,Big Sky,32,25.3,1.1,3.2,4.3,1.5,0.5,0.4,1.9,2.6,10.3,78.57142857,43.58974359,37.14285714
Keaton Nankivil\keaton-nankivil-1,SR,2010-11,F,Wisconsin,Big Ten,34,27.9,1.8,2.4,4.2,0.7,0.5,1.2,0.9,2,9.7,81.81818182,49.29577465,44.73684211
Demetrece Young\demetrece-young-1,SR,2010-11,G,Pacific,Big West,31,36,0.3,1.9,2.2,3.8,0.8,0,1.8,1.2,10.6,88.88888889,44.44444444,38.29787234
Joey Accaoui\joey-accaoui-1,SR,2010-11,G,Vermont,AEC,29,27.2,0.3,1.6,1.9,1.6,0.5,0,1.6,1.4,11.3,80,45.55555556,36.58536585
Terrance Henry\terrance-henry-1,JR,2010-11,F,Mississippi,SEC,34,28.3,1.6,4.4,6,1.2,0.7,1.1,2.4,3,9.7,71.875,48.61111111,36.36363636
Jamel McLean\jamel-mclean-1,SR,2010-11,F,Xavier,A-10,31,30.2,3.6,4.8,8.4,0.8,0.6,0.8,1.5,2.5,10.6,61.2244898,53.52112676,0
Donte Smith\donte-smith-2,SR,2010-11,G,Southern California,Pac-10,34,28.3,0.1,1.5,1.6,1.6,0.8,0.1,1.3,2.2,9.7,85.71428571,37.64705882,34.42622951
Adrian Thomas\adrian-thomas-1,GR,2010-11,F,Miami (FL),ACC,36,27.6,1,2.8,3.7,0.8,0.4,0.1,1.1,2.4,9.1,70,38.15789474,39.39393939
Cornelius Hester\cornelius-hester-1,SR,2010-11,G,Alabama A&M,SWAC,28,28.9,1,2.7,3.7,1.7,1.3,0.1,1.9,1.5,11.7,75,36.36363636,33.33333333
David Jackson\david-jackson-6,SR,2010-11,F,Penn State,Big Ten,33,31.7,1.5,3,4.5,0.6,0.5,0.3,1.2,2.5,9.9,85.71428571,42.68292683,35.29411765
DeAndre Liggins\deandre-liggins-1,JR,2010-11,G,Kentucky,SEC,38,31.6,0.6,3.4,4,2.5,1.2,0.7,1.4,2.5,8.6,64.28571429,42.02898551,37.5
Chris Smith\chris-smith-4,JR,2010-11,G,Louisville,Big East,35,26,1.5,3.1,4.6,2.5,0.9,0.1,1.7,1.4,9.4,70.83333333,45.83333333,40.74074074
P.J. Alawoya\pj-alawoya-1,SR,2010-11,F,McNeese State,Southland,32,30.9,3.7,6.6,10.3,1.1,1.1,0.8,1.4,3.4,10.2,67.74193548,60.29411765,0
Laron Buggs\laron-buggs-1,JR,2010-11,G,Gardner-Webb,Big South,32,29.2,0.7,2.4,3.1,1.8,1.2,0.1,2.3,2.2,10.2,62.5,38.63636364,32.14285714
Milton Burton\milton-burton-1,SR,2010-11,G-F,Hartford,AEC,30,36.2,1.5,3.8,5.2,2.1,2.2,0.5,1.6,2.6,10.9,70.58823529,36.36363636,27.11864407
Julius Coles\julius-coles-1,SR,2010-11,G,Canisius,MAAC,30,28.9,1,3,4.1,1.9,1,0.4,1.6,1.5,10.9,63.63636364,37.62376238,32.43243243
Austin Hill\austin-hill-1,SR,2010-11,G,Illinois State,MVC,31,23.7,0.5,2,2.5,1.8,0.5,0.2,2.3,2.1,10.5,71.42857143,47.12643678,28.57142857
Terrence Jennings\terrence-jennings-1,JR,2010-11,F,Louisville,Big East,34,23.4,2.4,2.7,5.2,0.7,0.7,1.9,1.1,2.7,9.6,64.51612903,53.52112676,0
Markhuri Sanders-Frison\markhuri-sanders-frison-1,SR,2010-11,C,University of California,Pac-10,30,27.2,2.2,5.2,7.4,1,0.5,0.6,1.5,3.9,10.9,60.60606061,58.66666667,100
Peter Sullivan\peter-sullivan-1,SR,2010-11,F,Brown,Ivy,23,29.5,1,4.6,5.6,2.1,0.7,0.1,2,2,14.2,81.94444444,40,23.33333333
Johnny Moran\johnny-moran-1,JR,2010-11,G,Northern Iowa,MVC,34,31.8,0.8,2.4,3.2,1.9,1,0,1,1.4,9.6,66.66666667,40.47619048,36.53846154
Nafis Ricks\nafis-ricks-1,SR,2010-11,G,Missouri State,MVC,35,30.1,2,2.4,4.4,3.9,0.9,0.3,1.9,2.6,9.3,68.88888889,41.09589041,50
Alex Tyus\alex-tyus-1,SR,2010-11,F,Florida,SEC,36,25.1,2,4.1,6.2,0.8,0.4,0.8,1.4,1.8,9.1,61.53846154,50,50
Bo Ingram\bo-ingram-1,JR,2010-11,F,Texas-Arlington,Southland,29,25.7,1.2,3.8,5.1,0.7,0.8,0.1,2.2,3.4,11.2,77.77777778,44.18604651,37.20930233
Orlando Williams\orlando-williams-1,SO,2010-11,G,Miami (OH),MAC,33,31.9,0.6,2.3,2.8,1.9,1,0.3,1.9,2.4,9.8,59.09090909,41.97530864,38.63636364
Andre Cornelius\andre-cornelius-1,JR,2010-11,G,George Mason,CAA,34,27.1,0.3,2,2.3,1.6,1,0.1,1.5,2.4,9.5,81.25,41.55844156,39.13043478
Dodie Dunson\dodie-dunson-1,SR,2010-11,G,Bradley,MVC,31,33.3,0.8,3.1,3.9,2.5,1.1,0.1,1.9,2,10.5,62.5,43.67816092,32
Clarence Jackson\clarence-jackson-1,SR,2010-11,G,Siena,MAAC,22,33.1,1,2.2,3.1,1.7,1.2,0.1,2.8,2,14.7,68.96551724,39.23076923,38.46153846
Tyrone Nash\tyrone-nash-1,SR,2010-11,G-F,Notre Dame,Big East,34,28.8,2.4,3.5,5.9,2.6,0.3,0.6,1.6,2.3,9.5,69.64285714,48.27586207,0
Jordan Burgason\jordan-burgason-1,JR,2010-11,G,Lipscomb,A-Sun,30,25.1,0.4,1.8,2.2,1.8,0.6,0.2,1.5,1.5,10.8,80,41.46341463,41.79104478
Mike McCall\mike-mccall-1,FR,2010-11,G,Saint Louis,A-10,31,29.3,0.3,1.7,2.1,3,1,0.1,2.1,2.6,10.4,81.81818182,42.35294118,36.11111111
Avery Moore\avery-moore-1,FR,2010-11,G,Florida A&M,MEAC,32,25.3,0.4,1.4,1.8,1.5,1.4,0,2.1,1.2,10.1,76.92307692,33.67346939,33.33333333
Martiz Washington\martiz-washington-1,JR,2010-11,G,Longwood,Ind,31,26.9,0.4,1.7,2.1,1.8,1,0,1,2.3,10.4,50,38.04347826,38.57142857
Alex Garcia-Mendoza\alex-garcia-mendoza-1,SR,2010-11,G,Arkansas-Little Rock,Sun Belt,36,25.5,1,1.9,2.9,1.1,0.7,0.1,1.2,2.2,8.9,81.48148148,44.11764706,42.10526316
Antonio Pena\antonio-pena-1,SR,2010-11,F,Villanova,Big East,33,32.8,2.1,5,7.1,1.5,1,0.6,1.7,2.1,9.8,66.66666667,50,50
Jamie Vanderbeken\jamie-vanderbeken-1,SR,2010-11,F,Iowa State,Big 12,29,28.7,1.2,4.3,5.5,1.1,0.6,1.7,1.2,2.9,11.1,68.75,44.82758621,41.50943396
Joshua Jones\joshua-jones-1,JR,2010-11,G,Eastern Kentucky,OVC,30,29.6,0.5,2,2.5,1.9,0.7,0.5,1.8,2.8,10.7,79.16666667,43.90243902,37.77777778
David Tairu\david-tairu-1,SR,2010-11,G,Texas Tech,Big 12,32,25.1,1,1.8,2.8,0.9,0.7,0.2,0.9,2,10,76.66666667,42.85714286,39.28571429
Jon Montgomery\jon-montgomery-1,SR,2010-11,G-F,Chicago State,GWC,32,25.1,0.6,1.9,2.5,1.4,1.1,0.1,1.7,2.4,10,78.26086957,35.86956522,31.91489362
Garrett Sim\garrett-sim-1,JR,2010-11,G,Oregon,Pac-10,39,26.2,0.6,1.6,2.3,1.8,0.8,0.1,0.9,1.6,8.2,78.57142857,41.42857143,34.21052632
Karon Abraham\karon-abraham-1,SO,2010-11,G,Robert Morris,NEC,23,27,0.5,1.9,2.4,1.2,1.2,0.3,2,2.7,13.9,84.21052632,40,42.62295082
Derek Brooks\derek-brooks-1,SR,2010-11,F,Air Force,MWC,32,22.7,0.6,3.3,3.9,1.5,0.7,0.3,1.3,2.7,10,74.07407407,48.52941176,43.33333333
Austin Dahn\austin-dahn-1,SR,2010-11,G-F,Citadel,Southern,32,31.8,1.5,2.8,4.3,1.8,0.5,0.1,2.1,2.4,10,72.72727273,38.70967742,33.92857143
B.J. Holmes\bj-holmes-1,SR,2010-11,G,Texas A&M,Big 12,33,30.3,0.6,2.2,2.8,3.2,1.3,0,1.7,2.1,9.7,77.77777778,42.1875,39.47368421
Josh Brown\josh-brown-1,SR,2010-11,G,Towson,CAA,30,28.3,0.4,1.5,1.9,1.7,0.9,0.1,1.3,1.9,10.6,77.77777778,44.70588235,43.24324324
Dwight Buycks\dwight-buycks-1,SR,2010-11,G,Marquette,Big East,36,28.1,0.7,2.4,3.1,3.4,1.1,0.1,2.3,1.5,8.8,72.22222222,46.47887324,42.30769231
Troy King\troy-king-1,FR,2010-11,F,Tennessee-Martin,OVC,33,25,0.8,2.4,3.2,0.8,0.7,0.1,1.9,2.2,9.6,68.18181818,42.85714286,39.47368421
David Ndoumba\david-ndoumba-1,SR,2010-11,F-C,Southeastern Louisiana,Southland,29,28.8,2.6,5.1,7.7,0.9,0.5,1.8,1.6,2.1,10.9,60.41666667,55.55555556,0
Ralph Sampson\ralph-sampson-2,JR,2010-11,F-C,Minnesota,Big Ten,31,29,1.7,3.6,5.4,1.6,0.5,2,1.5,2.5,10.2,73.33333333,46.42857143,25
Bakari Lewis\bakari-lewis-1,SR,2010-11,G,Missouri-Kansas City,Summit,28,26.8,0.6,1.5,2.1,2.9,1.2,0.3,2.8,2.6,11.3,75.75757576,40.65934066,39.39393939
Justin Stommes\justin-stommes-1,SR,2010-11,G-F,Eastern Kentucky,OVC,27,28.8,0.5,2.5,3,2.6,0.9,0.4,1.9,1.4,11.7,80,43.33333333,41.50943396
Cliff Tucker\cliff-tucker-1,SR,2010-11,G-F,Maryland,ACC,33,23.8,0.8,2.7,3.5,2.2,0.8,0.3,1.6,1.6,9.6,66.66666667,42.1686747,34.28571429
Trevor Morris\trevor-morris-2,SR,2010-11,C,Weber State,Big Sky,32,25.6,1.6,2.7,4.3,0.8,0.3,1,1.6,3.8,9.8,74.19354839,55.07246377,0
Michael Ojo\michael-ojo-1,SR,2010-11,G,Lehigh,Patriot,29,28.3,0.9,3.3,4.2,0.9,0.9,0.1,2,3.1,10.9,75,41.66666667,40.90909091
Carl Richard\carl-richard-1,JR,2010-11,G-F,Indiana State,MVC,33,30.2,2.4,4.1,6.5,1.4,0.8,0.4,2.4,2.2,9.5,84.21052632,41.37931034,33.33333333
Dyricus Simms-Edwards\dyricus-simms-edwards-1,SO,2010-11,G,Bradley,MVC,30,30,0.7,2.6,3.3,3.5,0.9,0.3,2.3,2,10.5,72.22222222,43.37349398,29.16666667
Greg Brown\greg-brown-3,SR,2010-11,G,Navy,Patriot,31,23.1,0.6,2.8,3.4,0.7,1.3,0.7,1.5,2.5,10.1,83.33333333,39.02439024,33.96226415
Jake Troyli\jake-troyli-1,SO,2010-11,F,Presbyterian,Big South,30,26.4,1.1,3,4.1,0.4,0.3,0.5,1.6,2.1,10.5,86.66666667,42.04545455,35.71428571
Charvez Davis\charvez-davis-1,SR,2010-11,G,Alabama,SEC,37,28.2,0.2,1.9,2.1,1.4,0.8,0.1,1.2,1.1,8.5,87.5,35.80246914,34.54545455
Junard Hartley\junard-hartley-1,SR,2010-11,G,Campbell,A-Sun,31,33.9,0.7,2.4,3.1,5.2,1.5,0.1,3.2,2.5,10.1,70.27027027,41.66666667,33.33333333
Ronnie Moss\ronnie-moss-1,JR,2010-11,G,Texas Christian,MWC,20,31.7,0.7,2.9,3.5,3.6,0.9,0.1,3.7,2.2,15.7,77.5,41.22137405,33.96226415
Zack Novak\zack-novak-1,JR,2010-11,G,Michigan,Big Ten,35,35,0.9,4.9,5.8,1.6,0.6,0.1,0.8,2.4,8.9,81.81818182,37.68115942,39.58333333
Ben Dowdell\ben-dowdell-1,SR,2010-11,F,Santa Clara,WCC,38,24.7,2.1,2.6,4.7,0.9,1.1,0.5,1.8,3.3,8.2,64.1025641,52.83018868,0
Ben Finney\ben-finney-1,SR,2010-11,G-F,Old Dominion,CAA,34,31.9,3,3.4,6.3,3,1.3,0.6,1.9,2,9.2,58.97435897,35.36585366,27.5
Darian Norris\darian-norris-1,JR,2010-11,G,San Diego,WCC,30,32.8,0.5,2.5,3,2.8,1.3,0,2.4,1.9,10.4,82.35294118,38.37209302,26.47058824
Eric Platt\eric-platt-1,SR,2010-11,G,Northern Arizona,Big Sky,31,23.3,0.7,1.9,2.6,1.3,0.9,0.3,1.4,1.5,10.1,70.58823529,47.14285714,45.83333333
Nathan Walkup\nathan-walkup-1,SR,2010-11,F,Texas A&M,Big 12,33,24.3,2.1,3.4,5.5,1.3,0.8,0.1,1.2,2.2,9.4,72,50,37.03703704
Jeremy Bynum\jeremy-bynum-1,SR,2010-11,G,Jacksonville State,OVC,30,28.3,0.4,2.5,2.9,1.5,0.5,0.2,1.4,2,10.3,76.47058824,39.3258427,40.38461538
Travis Cohn\travis-cohn-1,SR,2010-11,G,Jacksonville,A-Sun,31,19.5,0.8,2.1,2.9,1.1,0.5,0.1,1.4,1.4,10,72.72727273,46.75324675,36.36363636
C.J. Collins\cj-collins-1,SR,2010-11,G,McNeese State,Southland,33,32,0.5,2.2,2.7,3.5,1.2,0,1.6,1.8,9.4,76,39.24050633,36.36363636
Francisco Cruz\francisco-cruz-1,JR,2010-11,G,Wyoming,MWC,31,31.2,0.8,2.5,3.3,1.7,1,0.1,1.7,2.1,10,86.66666667,46.15384615,36.58536585
Zamal Nixon\zamal-nixon-1,SR,2010-11,G,Houston,CUSA,30,33.5,0.4,2.2,2.6,4.7,1.8,0.2,2.3,2.7,10.3,91.17647059,45.07042254,37.5
Marvin Roberts\marvin-roberts-1,SR,2010-11,F,Florida International,Sun Belt,28,28.3,1.3,2.9,4.1,2,0.7,0.3,2.8,2.4,11.1,71.73913043,40.65934066,19.04761905
Ryan Bacon\ryan-bacon-1,SR,2010-11,F,Saint Peter's,MAAC,31,28.6,3.7,3.7,7.4,1,1.2,2.1,2,2.6,10,63.88888889,52.05479452,0
Gabby Belardo\gabby-belardo-1,SO,2010-11,G,Canisius,MAAC,30,30.6,0.6,1.8,2.3,3.9,1.4,0,2.9,2.1,10.3,61.9047619,42.10526316,27.27272727
Michael Moss\michael-moss-1,SR,2010-11,G,Houston Baptist,GWC,31,30.8,1.1,4.2,5.3,4.1,2.8,0.2,4,2.5,10,75,41.17647059,36
Steve McNees\steve-mcnees-1,SR,2010-11,G,Akron,MAC,36,31.5,0.2,2.4,2.6,2.8,0.8,0.1,1.2,1.8,8.6,68.18181818,33.33333333,32.20338983
Rashad Allison\rashad-allison-1,SR,2010-11,G,Arkansas State,Sun Belt,32,27,0.5,1.7,2.2,3.8,0.8,0.2,1.7,2.1,9.6,80.48780488,41.17647059,32
Shawn Vanzant\shawn-vanzant-1,SR,2010-11,G,Butler,Horizon,38,28.6,0.4,2.9,3.4,1.7,0.8,0.1,1.1,2,8.1,73.68421053,44.61538462,39.13043478
Brandon Webb\brandon-webb-1,SR,2010-11,F,Prairie View,SWAC,32,20.1,2.4,2.8,5.2,0.6,0.6,1.4,2.3,2.6,9.6,48.7804878,57.57575758,0
Glen Dean\glen-dean-2,SO,2010-11,G,Eastern Washington,Big Sky,23,32.9,0.1,2.6,2.7,4.2,0.9,0,2.4,2.5,13.3,76.74418605,39.21568627,40.81632653
Mahamoud Jabbi\mahamoud-jabbi-1,SR,2010-11,F,Binghamton,AEC,31,33.3,2.8,5,7.8,1.1,1.1,1.6,1.1,3,9.9,69.23076923,45.88235294,40.74074074
Jeremy Price\jeremy-price-1,SR,2010-11,F,Georgia,SEC,33,23.3,1.5,3.5,5,0.6,0.6,0.8,1.8,3.1,9.3,77.14285714,48.52941176,0
Porter Braswell\porter-braswell-1,SR,2010-11,G,Yale,Ivy,28,30.4,0.4,3.1,3.5,2.2,0.8,0,1.9,2,10.9,81.57894737,41.25,37.14285714
Aric Brooks\aric-brooks-1,JR,2010-11,G-F,Morgan State,MEAC,30,32.1,1.2,3.1,4.4,2.1,0.9,0.3,2.5,2.2,10.2,79.24528302,35.52631579,31.25
Chris Kaba\chris-kaba-1,SR,2010-11,F,Northern Colorado,Big Sky,32,27.6,1.6,3.2,4.8,1.5,0.8,0.6,2,2.7,9.5,77.14285714,36.98630137,42.85714286
Zach Plackemeier\zach-plackemeier-1,SR,2010-11,G,IPFW,Summit,30,34.5,0.6,2.8,3.4,4.4,0.8,0.2,1.8,2.7,10.2,85.71428571,40,37.73584906
Darryl Roberts\darryl-roberts-1,SR,2010-11,G,Akron,MAC,36,27.6,0.5,2.4,2.8,1.7,0.7,0,1.1,1.1,8.5,93.33333333,43.75,38.88888889
Rashon Dwight\rashon-dwight-1,SR,2010-11,G,Iona,MAAC,36,23.6,0.7,2,2.7,2.3,1.3,0.4,1.8,2.4,8.4,78.57142857,39.39393939,40
John Flowers\john-flowers-1,SR,2010-11,F,West Virginia,Big East,33,29.8,2.2,4,6.2,1.7,0.8,2.2,1.5,3.1,9.2,76.66666667,47.76119403,30
Brendan Mckillop\brendan-mckillop-1,SR,2010-11,G,Davidson,Southern,32,30.2,0.7,1.6,2.3,2.3,0.7,0.1,1.2,2.2,9.5,75,38.27160494,36.98630137
Shane Johannsen\shane-johannsen-1,SR,2010-11,F,Northern Arizona,Big Sky,32,24.4,1.8,4.7,6.5,0.4,0.7,2.3,0.9,2.6,9.4,58.33333333,74,0
Kaimarr Price\kaimarr-price-1,JR,2010-11,F-C,Western Illinois,Summit,28,29.6,1.9,4.8,6.7,1.6,0.6,0.8,2.5,3.2,10.8,63.15789474,45.65217391,0
Paul Williams\paul-williams-1,JR,2010-11,G,Dayton,A-10,36,26.4,0.4,2.2,2.6,1.3,0.4,0.2,1.5,2.3,8.4,78.94736842,40,43.24324324
Caleb Brown\caleb-brown-1,SR,2010-11,G,Austin Peay,OVC,34,31.2,0.4,2.4,2.8,4.7,1.7,0.1,3,2,8.8,75,40.90909091,36.84210526
Gerald Colds\gerald-colds-1,SR,2010-11,G,Drexel,CAA,31,32.3,0.6,2.1,2.7,2.4,0.8,0.3,1.8,1.9,9.7,55.26315789,35.05154639,31.03448276
Dino Gregory\dino-gregory-1,SR,2010-11,F,Maryland,ACC,33,29.4,2,3.8,5.8,0.8,0.8,1.3,1.1,2.3,9.1,77.27272727,51.38888889,0
Tremayne Johnson\tremayne-johnson-1,JR,2010-11,F,Eastern Washington,Big Sky,30,23.3,1.7,3.4,5.1,0.8,0.6,1.2,2.3,2.5,10,76.47058824,41.97530864,28.57142857
Jawanza Poland\jawanza-poland-1,SO,2010-11,G,South Florida,Big East,33,27,1,1.6,2.6,1.9,1.1,0.5,2.1,3.2,9.1,70.37037037,35.55555556,24.24242424
Josh Schuler\josh-schuler-1,FR,2010-11,G,North Dakota,GWC,34,28.5,0.2,1.5,1.7,2,0.8,0.1,1.1,1.2,8.8,80,40.27777778,35.48387097
Scott Wood\scott-wood-1,SO,2010-11,F,North Carolina State,ACC,31,31.3,0.4,2.2,2.6,1.4,0.9,0.5,0.9,2.3,9.7,92.30769231,43.05555556,41.81818182
Andre Dawkins\andre-dawkins-1,SO,2010-11,G,Duke,ACC,37,21,0.2,1.6,1.9,0.6,0.6,0.1,0.8,1.6,8.1,75,48.21428571,41.46341463
Tony Freeland\tony-freeland-1,SO,2010-11,F,DePaul,Big East,31,24.6,2.2,2.8,5,0.8,0.6,0.5,1.9,3.4,9.6,58.33333333,44.73684211,0
Pierre Miller\pierre-miller-1,JR,2010-11,G,Presbyterian,Big South,31,36.5,0.3,3,3.3,3.5,0.5,0,2.3,1.4,9.6,60,45.33333333,39.58333333
Cameron Tatum\cameron-tatum-1,JR,2010-11,G,Tennessee,SEC,34,25.2,0.8,2.3,3.1,2.3,0.9,0.4,1.7,1.9,8.8,67.74193548,38.15789474,27.02702703
Delvon Johnson\delvon-johnson-1,SR,2010-11,F,Arkansas,SEC,31,28.3,2.5,4.7,7.2,0.8,0.6,2.9,1.6,2,9.6,58.53658537,54.54545455,0
Antonio Lofton\antonio-lofton-1,SR,2010-11,G-F,Chicago State,GWC,31,28.9,1.1,3.7,4.8,1.8,1.1,0.2,3.5,3.2,9.6,68.96551724,38.80597015,33.33333333
Errick Peck\errick-peck-1,SO,2010-11,F,Cornell,Ivy,27,23,1.4,2.2,3.6,1.3,0.6,0.7,1.6,3,11,69.6969697,41.4893617,37.5
