Rk,Player,Class,Season,Pos,School,Conf,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FTPER,FGPER,3PPER
174,Will Rayman\will-rayman-1,FR,2016-17,F,Colgate,Patriot,29.1,5,11,2.9,5.7,2.1,5.3,3,4.4,1.5,3.1,4.6,1,0.8,0.4,2.2,2.9,15,68.18181818,45.45454545,39.62264151
175,Jaleen Smith\jaleen-smith-1,SR,2016-17,G,New Hampshire,AEC,36.2,5.6,11.9,4,7.5,1.6,4.4,2.8,3.7,1.1,5.2,6.3,4.5,1,0.6,3,2.5,15.6,75.67567568,47.05882353,36.36363636
176,Donte McGill\donte-mcgill-1,SR,2016-17,G,Florida International,CUSA,34,7,16,6.1,12.8,0.9,3.1,4,4.4,1.9,1.7,3.6,1,1.5,0.1,2.3,2.4,19,90.90909091,43.75,29.03225806
177,Devin Morgan Jr.\devin-morganjr-1,SO,2016-17,G,Delaware State,MEAC,35.7,4.8,12.8,2,5.2,2.8,7.6,2.5,2.8,0.5,2.6,3.1,3.2,1.2,0,1.9,1.3,14.9,89.28571429,37.5,36.84210526
178,Johnathan Motley\johnathan-motley-1,JR,2016-17,F,Baylor,Big 12,29.8,6.3,11.9,6,11,0.3,0.8,3.8,5.4,3.4,6.1,9.5,2.2,0.3,1,2.6,3,16.7,70.37037037,52.94117647,37.5
179,Chris Flemmings\chris-flemmings-1,SR,2016-17,G,North Carolina-Wilmington,CAA,34.5,5.4,11.3,3.3,5.4,2.1,5.9,2.6,3.5,1,4.7,5.7,2.2,1.5,0.6,2.1,1.8,15.4,74.28571429,47.78761062,35.59322034
180,Asante Gist\asante-gist-1,FR,2016-17,G,Eastern Kentucky,OVC,31.2,4.9,13.1,2.7,6.9,2.1,6.3,3.5,4.7,0.3,2.2,2.6,3.6,0.8,0,3.5,3,15.4,74.46808511,37.40458015,33.33333333
181,Willie Mangum\willie-mangum-1,SR,2016-17,G,Eastern Michigan,MAC,25.9,5.4,13.5,2.6,5.8,2.8,7.7,2.3,3.2,0.6,2,2.7,2.2,1.6,0.1,1.7,2.3,16,71.875,40,36.36363636
182,Drew McDonald\drew-mcdonald-1,SO,2016-17,F,Northern Kentucky,Horizon,29.4,5.7,11.4,4.2,8,1.4,3.5,3.3,4.7,2.3,5.2,7.4,1.7,0.5,0.7,2.4,2.4,16,70.21276596,50,40
183,Ryan Taylor\ryan-taylor-2,SO,2016-17,G,Evansville,MVC,32.1,5.3,11.6,3.5,7.1,1.8,4.5,2.5,2.9,0.7,2.1,2.8,1.6,0.6,0.5,1.4,2.4,14.9,86.20689655,45.68965517,40
184,Marquis Wright\marquis-wright-2,SR,2016-17,G,Siena,MAAC,33.7,5.5,13.8,4,9.6,1.5,4.2,3.5,4.8,1.2,2.8,4,4.8,1,0.2,2.5,2,16,72.91666667,39.85507246,35.71428571
185,Brett Bailey\brett-bailey-1,SR,2016-17,F,San Diego,WCC,33.7,5,11.3,4,8.5,1,2.8,4.9,6.3,1.8,5.2,7.1,1.7,0.8,0.4,2.3,2.7,15.9,77.77777778,44.24778761,35.71428571
186,Jalen Moore\jalen-moore-1,SR,2016-17,F,Utah State,MWC,34.2,5.5,11.7,3.7,7.2,1.8,4.5,3.1,3.7,1,4.5,5.5,2.7,0.5,0.6,2.3,1.6,15.9,83.78378378,47.00854701,40
187,Jordon Varnado\jordon-varnado-1,SO,2016-17,F,Troy,Sun Belt,27.8,6.2,11.4,5.4,9.4,0.8,2,2.8,4,2,5,7,1.3,0.5,1.3,1.9,3,15.9,70,54.38596491,40
188,B.J. Johnson\bj-johnson-2,JR,2016-17,G,La Salle,A-10,31.7,5.7,12.3,3.5,6.7,2.3,5.7,4.2,4.8,1.3,4.9,6.2,1,1.2,0.6,2,2.5,18,87.5,46.34146341,40.35087719
189,Khris Lane\khris-lane-1,JR,2016-17,F,Longwood,Big South,33.8,6.5,12.5,5.6,9.6,0.9,2.9,2,2.8,1.6,5.6,7.2,1.1,0.9,1.2,2.3,2.8,15.9,71.42857143,52,31.03448276
190,Bryce Alford\bryce-alford-1,SR,2016-17,G,UCLA,Pac-12,33,4.9,10.3,1.7,3.3,3.2,7,2.8,3.5,0.2,2.1,2.3,2.4,0.6,0.1,1.2,1.3,15.8,80,47.57281553,45.71428571
191,Eli Cain\eli-cain-1,SO,2016-17,G,DePaul,Big East,33.5,5.3,13.5,3.5,8.3,1.9,5.2,3.3,4.7,1,3.5,4.4,2.7,1,0.4,2.3,2.5,15.8,70.21276596,39.25925926,36.53846154
192,Nana Foulland\nana-fouland-1,JR,2016-17,C,Bucknell,Patriot,27.8,5.9,9.5,5.9,9.5,0,0,3,5.5,2.5,5.6,8.1,1.2,0.7,1.8,2.1,2.8,14.7,54.54545455,62.10526316,0
193,Marcus LoVett\marcus-lovett-1,FR,2016-17,G,St. John's (NY),Big East,32.7,6,12.4,4,7.6,2,4.8,3.3,4,0.7,2.6,3.3,3.8,1.3,0,2.8,2.2,17.2,82.5,48.38709677,41.66666667
194,Frank Bartley\frank-bartley-1,JR,2016-17,G,Louisiana-Lafayette,Sun Belt,32,5,11.2,2.8,5.3,2.2,5.9,3.6,5,0.8,3.5,4.4,2.6,1.5,0.1,1.9,2.2,15.8,72,44.64285714,37.28813559
195,Xavier Cooks\xavier-cooks-1,JR,2016-17,G,Winthrop,Big South,29,5.7,11.7,4.7,8.4,1.1,3.3,3.3,4.8,1.5,7.3,8.8,2.7,0.8,1.7,3,2.7,15.8,68.75,48.71794872,33.33333333
196,Rob Edwards\rob-edwards-1,SO,2016-17,G,Cleveland State,Horizon,30.3,5.1,12.2,3.2,7,1.9,5.2,3.7,4.9,1,3.2,4.2,1.8,1.4,0.2,3.2,2.1,15.8,75.51020408,41.80327869,36.53846154
197,Jalen Hayes\jalen-hayes-1,JR,2016-17,F,Oakland,Horizon,29.5,6.3,11.1,6.1,10.7,0.2,0.3,3.1,4.3,2.5,5.2,7.6,1.5,1.2,0.8,1.6,3.3,15.8,72.09302326,56.75675676,66.66666667
198,Jeff Beverly\jeff-beverly-2,JR,2016-17,F,Texas-San Antonio,CUSA,26.8,5.6,14,4.8,10.9,0.8,3.2,4.3,5.6,2.4,4,6.4,1,0.4,0.2,2.3,3,16.4,76.78571429,40,25
199,Will Darley\will-darley-1,SR,2016-17,G,Maryland-Baltimore County,AEC,29.8,5.1,10.5,2.7,5,2.4,5.6,3.1,3.5,1.1,2.9,4,1.8,0.5,0.1,2,2.5,15.7,88.57142857,48.57142857,42.85714286
200,Daniel Amigo\daniel-amigo-1,JR,2016-17,C,Denver,Summit,24.5,6.3,11.3,6,10.9,0.3,0.5,2.9,4.5,1.7,5.7,7.4,1.4,0.3,0.7,2.8,3.5,15.7,64.44444444,55.75221239,60
201,Xavier Moon\xavier-moon-1,SR,2016-17,G,Morehead State,OVC,35,5.6,12.4,3.2,6.6,2.3,5.8,2.9,3.2,0.4,3.3,3.8,4.7,1.3,0.4,2,2,16.3,90.625,45.16129032,39.65517241
202,Trayvon Palmer\trayvon-palmer-1,SR,2016-17,G,Chicago State,WAC,35.3,5.5,11.7,4.7,9.1,0.8,2.7,3.4,4.7,3.1,6.5,9.6,1.6,1.4,0.7,2.7,3.3,15.1,72.34042553,47.00854701,29.62962963
203,Lucas Woodhouse\lucas-woodhouse-1,SR,2016-17,G,Stony Brook,AEC,32.3,4.9,10.6,2.7,5.8,2.2,4.8,3.8,4.2,0.4,3.1,3.5,5.4,1.3,0,1.9,1.7,15.7,90.47619048,46.22641509,45.83333333
204,Shannon Evans\shannon-evans-1,JR,2016-17,G,Arizona State,Pac-12,35.2,5,11.8,2.7,5.5,2.3,6.3,3.4,4,0.5,2.8,3.3,4.2,1.3,0.2,2,1.7,15.7,85,42.37288136,36.50793651
205,Jarred Jones\jarred-jones-1,SR,2016-17,G,Loyola (MD),Patriot,30.2,5.8,12.1,5.5,11.4,0.2,0.7,3.9,5.3,1.3,5.3,6.5,1.8,1.4,1,2.7,2.5,15.7,73.58490566,47.9338843,28.57142857
206,Charles Williams\charles-williams-5,FR,2016-17,G,Howard,MEAC,28.9,5.2,12.3,3.3,7,1.9,5.3,3.4,4.3,0.9,1.5,2.5,0.5,0.7,0.3,1.7,2.2,15.7,79.06976744,42.27642276,35.8490566
207,Ian Baker\ian-baker-1,SR,2016-17,G,New Mexico State,WAC,31.5,4.8,12.7,2.8,6.3,2,6.4,4.6,5.4,0.5,4,4.6,3.8,1.3,0.1,2.4,1.5,16.2,85.18518519,37.79527559,31.25
208,Eric Fanning\eric-fanning-1,SR,2016-17,G,Boston University,Patriot,27.5,4.4,10.6,3.3,7.5,1.1,3.1,5.1,6.4,1.4,4.7,6.1,2.2,0.9,0.4,3,2.6,15,79.6875,41.50943396,35.48387097
209,JeQuan Lewis\jequan-lewis-1,SR,2016-17,G,Virginia Commonwealth,A-10,30.8,4.8,10.7,2,4,2.8,6.8,3.2,3.9,0.2,2.8,3,4.5,1.8,0.1,2.9,2.5,15.6,82.05128205,44.85981308,41.17647059
210,Kendall Smith\kendall-smith-2,JR,2016-17,G,Cal State Northridge,Big West,32.9,5.4,12.1,4,8.3,1.4,3.8,4,5.2,0.8,3.3,4,4.9,1.2,0.3,2.8,1.8,16.2,76.92307692,44.62809917,36.84210526
211,Jazz Johnson\jazz-johnson-1,SO,2016-17,G,Portland,WCC,35.7,5.3,12.1,3.5,7.5,1.8,4.5,3,3.8,0.3,2.5,2.8,2.5,0.8,0,2.2,2.2,15.6,78.94736842,43.80165289,40
212,Cameron Reynolds\cameron-reynolds-1,JR,2016-17,G,Tulane,AAC,34.5,5.8,13.6,3.5,7.5,2.3,6.1,2.4,3.1,1.4,5.3,6.7,1.6,0.7,0.4,1.5,2.8,16.2,77.41935484,42.64705882,37.70491803
213,V.J. Beachem\vj-beachem-1,SR,2016-17,F,Notre Dame,ACC,33.8,5.3,12.1,2.9,5.7,2.4,6.4,1.9,2.3,0.6,3.2,3.9,0.9,0.9,1.1,1.2,1.2,15,82.60869565,43.80165289,37.5
214,Bryant Crawford\bryant-crawford-1,SO,2016-17,G,Wake Forest,ACC,31,5.2,11.6,3.4,6.9,1.7,4.7,3.5,4.3,0.3,3.5,3.8,5.6,1.3,0.2,2.5,2.9,15.5,81.39534884,44.82758621,36.17021277
215,Shane Hammink\shane-hammink-1,SR,2016-17,G,Valparaiso,Horizon,31.9,5.2,10.5,4.1,7,1.1,3.5,4,4.8,0.9,3.1,4,2.8,1,0.3,2.7,2,15.5,83.33333333,49.52380952,31.42857143
216,Jalin Hart\jalin-hart-1,JR,2016-17,G,Incarnate Word,Southland,32.8,5.8,11,4.5,7.8,1.3,3.2,3.3,5.2,0.6,3,3.5,4.8,1.6,0.3,2.6,2.8,16.2,63.46153846,52.72727273,40.625
217,Kelan Martin\kelan-martin-1,JR,2016-17,F,Butler,Big East,29.4,5.1,12.7,3.4,7.4,1.7,5.3,3.6,4.6,1,4.5,5.6,1.1,0.7,0.4,2.3,2.1,15.5,78.26086957,40.15748031,32.0754717
218,Joe Rosga\joe-rosga-1,SO,2016-17,G,Denver,Summit,34.6,5.2,11.2,2.7,5.4,2.4,5.8,2.8,3.3,0.5,3.8,4.3,3.3,1.2,0,2.2,2,15.5,84.84848485,46.42857143,41.37931034
219,Ronshad Shabazz\ronshad-shabazz-1,SO,2016-17,G,Appalachian State,Sun Belt,31.2,6,15,3.7,8.1,2.3,6.8,2.4,3.4,0.6,3.3,3.9,1.7,0.8,0.1,1.5,1.9,16.8,70.58823529,40,33.82352941
220,Matt Williams\matt-williams-4,SR,2016-17,G,Central Florida,AAC,35.8,5,13.1,1.3,3.4,3.7,9.7,1.9,2.3,0.5,4.3,4.8,1.8,0.6,0,1.8,1.8,15.5,82.60869565,38.16793893,38.1443299
221,John Murry\john-murry-1,SR,2016-17,G,Austin Peay,OVC,29.6,5.1,10.8,4.1,7.2,1,3.5,4.4,5.4,0.4,2,2.4,1.6,0.8,0.1,2.5,1.6,15.5,81.48148148,47.22222222,28.57142857
222,Darian Anderson\darin-anderson-1,JR,2016-17,G,Fairleigh Dickinson,NEC,33,5.8,13.8,3.7,8.3,2,5.5,3.2,4,0.5,2.8,3.3,3.1,1.9,0.3,1.9,2.4,16.8,80,42.02898551,36.36363636
223,Cameron Oliver\cameron-oliver-1,SO,2016-17,F,Nevada,MWC,31.3,5.5,11.8,3.7,7.2,1.8,4.6,2.7,4,1.6,6.8,8.4,1.9,0.8,2.6,2.5,2.9,15.5,67.5,46.61016949,39.13043478
224,Preston Parks\preston-parks-1,FR,2016-17,G,Citadel,Southern,25.3,5.4,14,3.1,6.6,2.3,7.4,2.9,3.5,1,1.8,2.8,3.7,2,0.1,2.2,2,16.1,82.85714286,38.57142857,31.08108108
225,Eric Garcia\eric-garcia-2,SR,2016-17,G,Wofford,Southern,33.1,4,8.8,1.7,3.8,2.3,4.9,3.9,4.3,0.3,2.4,2.6,6.6,0.5,0,1.7,1.9,14.3,90.69767442,45.45454545,46.93877551
226,Kevin Hervey\kevin-hervey-1,JR,2016-17,F,Texas-Arlington,Sun Belt,26.9,5.6,11.9,3.8,6.5,1.9,5.4,3.6,4.5,1.1,7,8,1.8,1.1,0.3,1.7,2.1,16.7,80,47.05882353,35.18518519
227,Otis Livingston II\otis-livingstonii-1,SO,2016-17,G,George Mason,A-10,34.8,5.1,11.3,3.5,7.2,1.5,4.2,3.7,4.1,0.1,2.8,2.9,3,1.3,0,2,1.6,15.4,90.24390244,45.13274336,35.71428571
228,Zane Najdawi\zane-najdawi-1,SO,2016-17,F,Citadel,Southern,22.7,4.7,10,4.1,8.3,0.6,1.7,4.9,5.7,3.1,3.7,6.8,0.7,1.1,1,2.3,3.3,14.9,85.96491228,47,35.29411765
229,Lonzo Ball\lonzo-ball-1,FR,2016-17,G,UCLA,Pac-12,35.2,5.4,9.9,3,4.3,2.4,5.6,2.1,3.2,0.9,5.2,6.1,7.6,1.8,0.8,2.5,1.9,15.4,65.625,54.54545455,42.85714286
230,Paul Miller\paul-miller-2,JR,2016-17,G,North Dakota State,Summit,32.5,5,11.3,2.8,5.2,2.2,6.1,3.2,4.3,0.4,4.6,5,1.8,0.9,0.4,2.2,2.2,15.4,74.41860465,44.24778761,36.06557377
231,Josh Okogie\josh-okogie-1,FR,2016-17,G,Georgia Tech,ACC,29.1,4.8,11,4.1,9,0.8,2,4.9,6.5,1.3,3.6,4.9,1.7,1.3,0.6,2.2,2.3,15.4,75.38461538,43.63636364,40
232,Denzel Ingram\denzel-ingram-1,SR,2016-17,G,North Carolina-Wilmington,CAA,33.2,5.2,12.8,2,4.1,3.2,8.6,1.2,1.7,0.6,1.6,2.2,5.4,1.4,0,1.8,1.8,14.8,70.58823529,40.625,37.20930233
233,Giddy Potts\giddy-potts-1,JR,2016-17,G,Middle Tennessee,CUSA,30.5,5.5,11.4,3.3,5.6,2.2,5.8,2.1,2.6,1,4.6,5.5,1.8,1.5,0.3,1.3,2.4,15.3,80.76923077,48.24561404,37.93103448
234,Steven Spieth\steven-spieth-1,SR,2016-17,F,Brown,Ivy,35,4.9,10,3.4,6.3,1.5,3.8,5.3,6.2,1.4,4.5,5.9,3.7,1.5,0.5,3.6,2.9,16.6,85.48387097,49,39.47368421
235,Aundre Jackson\aundre-jackson-1,JR,2016-17,F,Loyola (IL),MVC,23.9,5.6,8.3,5.2,7.3,0.4,0.9,2.6,3.8,1.2,2.8,4,1,0.5,0.3,1.7,2.5,14.2,68.42105263,67.46987952,44.44444444
236,Monte Morris\monte-morris-1,SR,2016-17,G,Iowa State,Big 12,34.9,6.1,13.2,4.8,9.5,1.4,3.7,2.3,2.9,1.2,3.4,4.6,5.8,1.5,0.2,1,1.6,15.9,79.31034483,46.21212121,37.83783784
237,Stevie Browning\stevie-browning-1,SR,2016-17,G,Marshall,CUSA,31.7,6,12.9,4,8,1.9,4.9,2,2.4,0.9,3,3.9,3.1,1.2,0.2,1.6,1.8,15.9,83.33333333,46.51162791,38.7755102
238,Alize Johnson\alize-johnson-1,JR,2016-17,F,Missouri State,MVC,29,5.1,10.1,3.9,7.3,1.2,2.9,2.9,4.4,3.2,7.1,10.3,1.8,0.7,0.2,2.3,2.6,14.2,65.90909091,50.4950495,41.37931034
239,Kurk Lee\kurk-lee-2,FR,2016-17,G,Drexel,CAA,32.3,5.4,12.9,3.8,8.8,1.6,4.1,2.4,3.5,0.8,2.9,3.7,5.1,1.6,0,2.8,2.7,14.7,68.57142857,41.86046512,39.02439024
240,Andre Walker\andre-walker-3,JR,2016-17,G,Loyola (MD),Patriot,32.5,4.6,13,2.1,6.5,2.5,6.5,3.5,4.1,0.5,3.1,3.7,3.9,1.5,0.3,3.5,2.7,15.3,85.36585366,35.38461538,38.46153846
241,Deandre Burnett\deandre-burnett-1,JR,2016-17,G,Mississippi,SEC,30,4.2,12.1,2.2,6.5,2,5.5,6.2,6.9,0.5,1.7,2.2,3.3,1.1,0.2,3.1,1.9,16.5,89.85507246,34.7107438,36.36363636
242,Sebastian Saiz\sebastian-saiz-1,SR,2016-17,F,Mississippi,SEC,33.5,5.1,10.6,4.5,8.5,0.6,2.1,4.4,6,3.2,8.1,11.2,1,1,1.1,2.3,3.4,15.2,73.33333333,48.11320755,28.57142857
243,Lauri Markkanen\lauri-markkanen-1,FR,2016-17,F,Arizona,Pac-12,30.3,4.8,9.7,2.6,5,2.2,4.7,3.3,4,2.2,5,7.2,0.9,0.3,0.4,1.2,2,15.2,82.5,49.48453608,46.80851064
244,Deontae Hawkins\deontae-hawkins-1,SR,2016-17,F,Illinois State,MVC,27.7,5.4,11.7,3.3,6.9,2.1,4.9,1.7,2.2,1.9,4.9,6.8,1.2,0.9,0.6,1.5,2.6,14.6,77.27272727,46.15384615,42.85714286
245,Justin James\justin-james-2,SO,2016-17,G,Wyoming,MWC,24.6,5.1,11,3.9,8.1,1.2,2.8,3.8,5.1,1,3.8,4.8,1.8,0.8,0.6,2.3,2.7,15.2,74.50980392,46.36363636,42.85714286
246,Donovan Mitchell\donovan-mitchell-1,SO,2016-17,G,Louisville,ACC,31.2,5.2,12.7,3,6.4,2.2,6.3,2.5,3.2,1.1,3.6,4.7,2.7,2.2,0.5,1.8,2.4,15.2,78.125,40.94488189,34.92063492
247,Tayler Persons\tayler-persons-1,SO,2016-17,G,Ball State,MAC,29.3,5.2,10.8,4.1,8.2,1.1,2.7,3.7,4.8,0.4,3.2,3.6,5.3,1.6,0.1,3.2,2.8,15.2,77.08333333,48.14814815,40.74074074
248,Jordan Price\jordan-price-1,SR,2016-17,G,La Salle,A-10,32.7,5.5,12.4,3,5.8,2.4,6.6,3.1,3.8,0.6,3.7,4.3,2.6,0.7,0.3,2.3,2,16.4,81.57894737,44.35483871,36.36363636
249,Steve Taylor\steve-taylor-2,SR,2016-17,F,Toledo,MAC,32.5,6.5,12.2,6.2,10.4,0.4,1.8,2.4,4.8,2.3,9.8,12.1,3.7,0.4,0.5,3.7,2.2,15.8,50,53.27868852,22.22222222
250,John Konchar\john-konchar-1,SO,2016-17,G,IPFW,Summit,34.2,5.6,8.7,4.3,6.4,1.2,2.3,2.2,3.3,2.7,6.5,9.2,3.9,1.8,0.4,1.6,1.7,14.6,66.66666667,64.36781609,52.17391304
251,Davon Reed\davon-reed-1,SR,2016-17,G,Miami (FL),ACC,34.6,5.2,11.6,2.6,5.4,2.6,6.2,2.6,3.2,0.7,3.6,4.4,2.4,1.3,0.6,2.1,1.6,15.7,81.25,44.82758621,41.93548387
252,Josh Hawkinson\josh-hawkinson-1,SR,2016-17,F,Washington State,Pac-12,35.4,5.6,10.9,4.8,8.7,0.8,2.2,3.7,4.4,1.8,8.3,10.1,2.4,0.7,0.9,1.8,2.4,15.7,84.09090909,51.37614679,36.36363636
253,Nate Mason\nate-mason-1,JR,2016-17,G,Minnesota,Big Ten,34,4.7,12.5,3,8.2,1.7,4.3,3.9,4.8,0.6,2.7,3.3,5.2,1.3,0.2,1.7,1.7,15.1,81.25,37.6,39.53488372
254,Sa'eed Nelson\saeed-nelson-1,FR,2016-17,G,American,Patriot,38,5.6,12.4,4.8,9.2,0.7,3.2,3.2,5.8,0.7,3.8,4.5,2.7,2.3,0.2,2.8,2.8,15.1,55.17241379,45.16129032,21.875
255,Nigel Williams-Goss\nigel-williams-goss-1,JR,2016-17,G,Gonzaga,WCC,31.4,5.5,10.9,4.4,7.8,1.1,3.1,3.5,4,0.5,5.3,5.8,4.6,1.7,0,1.8,1.4,15.7,87.5,50.4587156,35.48387097
256,James Blackmon\james-blackmon-1,JR,2016-17,G,Indiana,Big Ten,30.4,5.9,12.5,2.8,5.2,3,7.3,2.2,2.7,1.1,3.7,4.8,1.8,0.7,0,2,1.6,17,81.48148148,47.2,41.09589041
257,Steven Davis\steven-davis-2,SR,2016-17,F,Wright State,Horizon,27.8,5.3,10.8,3.8,6.7,1.6,4.1,2.8,3.6,1.8,2.7,4.5,0.8,0.4,0.5,2.1,3,15,77.77777778,49.07407407,39.02439024
258,Mustapha Heron\mustapha-heron-1,FR,2016-17,G,Auburn,SEC,27.9,4.6,11,3.2,7.8,1.4,3.3,4.4,5.7,1.5,4.3,5.7,1.3,1,0.2,2.2,2.7,15,77.19298246,41.81818182,42.42424242
259,D.J. Fenner\dj-fenner-1,SR,2016-17,G,Nevada,MWC,30.5,4.9,10,2.8,5.7,2,4.3,3.2,3.8,1,2.6,3.6,1.6,0.6,0.3,2.1,2.8,15,84.21052632,49,46.51162791
260,Kavin Gilder-Tilbury\kavin-gilder-tilbury-1,SR,2016-17,F,Texas State,Sun Belt,31.7,5.8,12.2,3.9,6.9,1.9,5.3,2.8,4.3,1.2,4.8,6,1.9,1.4,1.1,2,2.8,16.3,65.11627907,47.54098361,35.8490566
261,Jeremy Hollowell\jeremy-hollowell-1,SR,2016-17,F,Georgia State,Sun Belt,30.4,5.5,12.3,3.6,7,1.9,5.3,2.7,3.4,0.8,4.8,5.6,1.5,1,0.7,2.5,3.1,15.6,79.41176471,44.71544715,35.8490566
262,Micah Seaborn\micah-seaborn-1,SO,2016-17,G,Monmouth,MAAC,29,4.7,12.5,2.6,6.2,2.2,6.3,2.8,3.4,0.4,2.4,2.9,2.1,1,0.2,1.7,1.9,14.4,82.35294118,37.6,34.92063492
263,De'Aaron Fox\deaaron-fox-1,FR,2016-17,G,Kentucky,SEC,29.5,5.7,12.2,5.4,10.3,0.3,1.9,3.8,5.2,0.4,3.7,4.2,5.4,1.6,0.2,2.2,2.4,15.6,73.07692308,46.72131148,15.78947368
264,Omega Harris\omega-harris-1,JR,2016-17,G,Texas-El Paso,CUSA,36.3,5.9,13,4.3,8.6,1.5,4.4,3.7,4.7,0.4,2.9,3.3,2,1.3,0.2,2.7,2.2,16.9,78.72340426,45.38461538,34.09090909
265,TJ Haws\tj-haws-1,FR,2016-17,G,Brigham Young,WCC,31.3,4.5,10.6,2.3,4.9,2.2,5.6,3.2,4,0.3,2.7,3,3.2,1.1,0.1,2.4,2.1,14.4,80,42.45283019,39.28571429
266,Nazareth Mitrou-Long\nazareth-mitrou-long-1,SR,2016-17,G,Iowa State,Big 12,32.8,5.6,11.8,2.8,4.5,2.7,7.4,1.7,2.1,0.7,4,4.7,2.8,1.2,0,2,2,15.6,80.95238095,47.45762712,36.48648649
